,date,isin,nav,name
CH0001630703,2020-01-03,CH0001630703,1078.21,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-06,CH0001630703,1075.75,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-07,CH0001630703,1078.62,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-08,CH0001630703,1075.03,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-09,CH0001630703,1075.26,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-10,CH0001630703,1073.28,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-13,CH0001630703,1072.17,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-14,CH0001630703,1073.3,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-15,CH0001630703,1074.51,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-16,CH0001630703,1077.69,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-17,CH0001630703,1092.61,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-20,CH0001630703,1093.25,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-21,CH0001630703,1099.75,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-22,CH0001630703,1102.16,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-23,CH0001630703,1090.58,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-24,CH0001630703,1094.07,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-27,CH0001630703,1076.26,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-28,CH0001630703,1084.86,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-29,CH0001630703,1092.5,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-30,CH0001630703,1081.56,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-01-31,CH0001630703,1070.9,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-03,CH0001630703,1073.44,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-04,CH0001630703,1088.69,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-05,CH0001630703,1105.79,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-06,CH0001630703,1103.2,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-07,CH0001630703,1100.68,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-10,CH0001630703,1104.75,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-11,CH0001630703,1111.67,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-12,CH0001630703,1110.46,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-13,CH0001630703,1109.57,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-14,CH0001630703,1113.6,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-17,CH0001630703,1117.05,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-18,CH0001630703,1112.93,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-19,CH0001630703,1123.76,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-20,CH0001630703,1115.07,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-21,CH0001630703,1109.42,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-24,CH0001630703,1070.32,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-25,CH0001630703,1051.05,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-26,CH0001630703,1051.55,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-27,CH0001630703,1022.48,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-02-28,CH0001630703,988.03,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-02,CH0001630703,1001.09,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-03,CH0001630703,1021.08,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-04,CH0001630703,1032.4,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-05,CH0001630703,1019.53,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-06,CH0001630703,982.1,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-09,CH0001630703,929.63,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-10,CH0001630703,926.54,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-11,CH0001630703,921.11,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-12,CH0001630703,834.67,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-13,CH0001630703,843.22,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-16,CH0001630703,829.41,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-17,CH0001630703,845.46,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-18,CH0001630703,831.45,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-19,CH0001630703,881.07,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-20,CH0001630703,865.86,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-23,CH0001630703,822.1,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-24,CH0001630703,873.63,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-25,CH0001630703,900.28,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-26,CH0001630703,917.86,"2JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-27,CH0001630703,901.23,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-30,CH0001630703,919.23,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-03-31,CH0001630703,930.77,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-01,CH0001630703,924.55,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-02,CH0001630703,931.91,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-03,CH0001630703,933.89,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-06,CH0001630703,956.14,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-07,CH0001630703,960.65,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-08,CH0001630703,957.14,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-09,CH0001630703,957.49,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-14,CH0001630703,969.84,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-15,CH0001630703,951.26,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-16,CH0001630703,964.3,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-17,CH0001630703,981.91,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-20,CH0001630703,998.41,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-21,CH0001630703,978.08,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-22,CH0001630703,988.87,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-23,CH0001630703,989.54,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-24,CH0001630703,993.36,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-27,CH0001630703,1006.9,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-28,CH0001630703,1015.61,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-29,CH0001630703,1012.78,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-04-30,CH0001630703,993.21,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-04,CH0001630703,975.89,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-05,CH0001630703,989.25,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-06,CH0001630703,998.73,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-07,CH0001630703,1001.32,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-08,CH0001630703,1006.66,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-11,CH0001630703,1011.64,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-12,CH0001630703,1016.12,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-13,CH0001630703,1004.99,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-14,CH0001630703,985.83,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-15,CH0001630703,994.07,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-18,CH0001630703,1013.83,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-19,CH0001630703,1019.33,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-20,CH0001630703,1022.79,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-22,CH0001630703,1013.6,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-25,CH0001630703,1027.01,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-26,CH0001630703,1024.96,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-27,CH0001630703,1011.01,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-28,CH0001630703,1031.29,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
CH0001630703,2020-05-29,CH0001630703,1025.1,"JSS SUSTAINABLE EQUITY - SWITZERLAND ""P"""
