,date,isin,nav,name
GB0000156843,2020-01-03,GB0000156843,6.961,"HSBC INCOME ""R"""
GB0000156843,2020-01-06,GB0000156843,6.949,"HSBC INCOME ""R"""
GB0000156843,2020-01-07,GB0000156843,6.99,"HSBC INCOME ""R"""
GB0000156843,2020-01-08,GB0000156843,6.977,"HSBC INCOME ""R"""
GB0000156843,2020-01-09,GB0000156843,7.007,"HSBC INCOME ""R"""
GB0000156843,2020-01-10,GB0000156843,6.992,"HSBC INCOME ""R"""
GB0000156843,2020-01-13,GB0000156843,6.993,"HSBC INCOME ""R"""
GB0000156843,2020-01-14,GB0000156843,7.016,"HSBC INCOME ""R"""
GB0000156843,2020-01-15,GB0000156843,7.015,"HSBC INCOME ""R"""
GB0000156843,2020-01-16,GB0000156843,6.986,"HSBC INCOME ""R"""
GB0000156843,2020-01-17,GB0000156843,7.047,"HSBC INCOME ""R"""
GB0000156843,2020-01-20,GB0000156843,7.027,"HSBC INCOME ""R"""
GB0000156843,2020-01-21,GB0000156843,6.965,"HSBC INCOME ""R"""
GB0000156843,2020-01-22,GB0000156843,6.972,"HSBC INCOME ""R"""
GB0000156843,2020-01-23,GB0000156843,6.914,"HSBC INCOME ""R"""
GB0000156843,2020-01-24,GB0000156843,6.992,"HSBC INCOME ""R"""
GB0000156843,2020-01-27,GB0000156843,6.791,"HSBC INCOME ""R"""
GB0000156843,2020-01-28,GB0000156843,6.805,"HSBC INCOME ""R"""
GB0000156843,2020-01-29,GB0000156843,6.846,"HSBC INCOME ""R"""
GB0000156843,2020-01-30,GB0000156843,6.776,"HSBC INCOME ""R"""
GB0000156843,2020-01-31,GB0000156843,6.693,"HSBC INCOME ""R"""
GB0000156843,2020-02-03,GB0000156843,6.698,"HSBC INCOME ""R"""
GB0000156843,2020-02-04,GB0000156843,6.81,"HSBC INCOME ""R"""
GB0000156843,2020-02-05,GB0000156843,6.854,"HSBC INCOME ""R"""
GB0000156843,2020-02-06,GB0000156843,6.871,"HSBC INCOME ""R"""
GB0000156843,2020-02-07,GB0000156843,6.807,"HSBC INCOME ""R"""
GB0000156843,2020-02-10,GB0000156843,6.813,"HSBC INCOME ""R"""
GB0000156843,2020-02-11,GB0000156843,6.867,"HSBC INCOME ""R"""
GB0000156843,2020-02-12,GB0000156843,6.883,"HSBC INCOME ""R"""
GB0000156843,2020-02-13,GB0000156843,6.824,"HSBC INCOME ""R"""
GB0000156843,2020-02-14,GB0000156843,6.84,"HSBC INCOME ""R"""
GB0000156843,2020-02-17,GB0000156843,6.833,"HSBC INCOME ""R"""
GB0000156843,2020-02-18,GB0000156843,6.754,"HSBC INCOME ""R"""
GB0000156843,2020-02-19,GB0000156843,6.813,"HSBC INCOME ""R"""
GB0000156843,2020-02-20,GB0000156843,6.835,"HSBC INCOME ""R"""
GB0000156843,2020-02-21,GB0000156843,6.802,"HSBC INCOME ""R"""
GB0000156843,2020-02-25,GB0000156843,6.499,"HSBC INCOME ""R"""
GB0000156843,2020-02-26,GB0000156843,6.361,"HSBC INCOME ""R"""
GB0000156843,2020-02-27,GB0000156843,6.275,"HSBC INCOME ""R"""
GB0000156843,2020-02-28,GB0000156843,5.997,"HSBC INCOME ""R"""
GB0000156843,2020-03-02,GB0000156843,5.881,"HSBC INCOME ""R"""
GB0000156843,2020-03-03,GB0000156843,6.108,"HSBC INCOME ""R"""
GB0000156843,2020-03-04,GB0000156843,6.133,"HSBC INCOME ""R"""
GB0000156843,2020-03-05,GB0000156843,5.994,"HSBC INCOME ""R"""
GB0000156843,2020-03-06,GB0000156843,5.786,"HSBC INCOME ""R"""
GB0000156843,2020-03-09,GB0000156843,5.401,"HSBC INCOME ""R"""
GB0000156843,2020-03-10,GB0000156843,5.513,"HSBC INCOME ""R"""
GB0000156843,2020-03-11,GB0000156843,5.344,"HSBC INCOME ""R"""
GB0000156843,2020-03-12,GB0000156843,4.923,"HSBC INCOME ""R"""
GB0000156843,2020-03-13,GB0000156843,4.962,"HSBC INCOME ""R"""
GB0000156843,2020-03-16,GB0000156843,4.361,"HSBC INCOME ""R"""
GB0000156843,2020-03-20,GB0000156843,4.542,"HSBC INCOME ""R"""
GB0000156843,2020-03-23,GB0000156843,4.33,"HSBC INCOME ""R"""
GB0000156843,2020-03-24,GB0000156843,4.529,"HSBC INCOME ""R"""
GB0000156843,2020-03-25,GB0000156843,4.795,"HSBC INCOME ""R"""
GB0000156843,2020-03-26,GB0000156843,4.874,"HSBC INCOME ""R"""
GB0000156843,2020-03-27,GB0000156843,4.814,"8HSBC INCOME ""R""                         "
GB0000156843,2020-03-30,GB0000156843,4.722,"HSBC INCOME ""R""                         "
GB0000156843,2020-03-31,GB0000156843,4.895,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-01,GB0000156843,4.76,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-02,GB0000156843,4.767,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-03,GB0000156843,4.683,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-06,GB0000156843,4.793,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-07,GB0000156843,5.024,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-08,GB0000156843,4.92,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-09,GB0000156843,5.053,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-14,GB0000156843,5.094,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-15,GB0000156843,4.924,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-16,GB0000156843,4.877,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-17,GB0000156843,5.053,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-20,GB0000156843,4.974,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-21,GB0000156843,4.923,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-22,GB0000156843,4.937,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-23,GB0000156843,4.984,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-24,GB0000156843,5.021,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-27,GB0000156843,5.045,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-28,GB0000156843,5.134,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-29,GB0000156843,5.205,"HSBC INCOME ""R""                         "
GB0000156843,2020-04-30,GB0000156843,5.266,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-01,GB0000156843,5.019,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-04,GB0000156843,4.983,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-05,GB0000156843,5.039,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-06,GB0000156843,5.074,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-07,GB0000156843,5.084,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-11,GB0000156843,5.084,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-12,GB0000156843,5.128,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-13,GB0000156843,5.076,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-14,GB0000156843,4.909,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-15,GB0000156843,4.922,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-18,GB0000156843,5.074,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-19,GB0000156843,5.13,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-20,GB0000156843,5.12,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-21,GB0000156843,5.129,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-22,GB0000156843,5.065,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-26,GB0000156843,5.203,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-27,GB0000156843,5.309,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-28,GB0000156843,5.326,"HSBC INCOME ""R""                         "
GB0000156843,2020-05-29,GB0000156843,5.266,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-01,GB0000156843,5.296,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-02,GB0000156843,5.378,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-03,GB0000156843,5.447,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-04,GB0000156843,5.508,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-05,GB0000156843,5.591,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-08,GB0000156843,5.721,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-09,GB0000156843,5.583,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-10,GB0000156843,5.518,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-11,GB0000156843,5.39,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-12,GB0000156843,5.339,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-15,GB0000156843,5.225,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-16,GB0000156843,5.411,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-17,GB0000156843,5.449,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-18,GB0000156843,5.411,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-19,GB0000156843,5.464,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-22,GB0000156843,5.431,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-25,GB0000156843,5.271,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-26,GB0000156843,5.387,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-29,GB0000156843,5.326,"HSBC INCOME ""R""                         "
GB0000156843,2020-06-30,GB0000156843,5.336,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-01,GB0000156843,5.254,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-02,GB0000156843,5.363,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-03,GB0000156843,5.321,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-06,GB0000156843,5.41,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-07,GB0000156843,5.344,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-08,GB0000156843,5.302,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-09,GB0000156843,5.261,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-10,GB0000156843,5.228,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-13,GB0000156843,5.29,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-14,GB0000156843,5.294,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-15,GB0000156843,5.4,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-17,GB0000156843,5.391,"HSBC INCOME ""R""                         "
GB0000156843,2020-07-20,GB0000156843,5.345,"HSBC INCOME ""R""                         "
