,date,isin,nav,name
AT0000721535,2020-05-29,AT0000721535,187.63,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-05,AT0000721535,188.73,"ERSTE BOND DOLLAR COR ""T"" (USD) A       "
AT0000721535,2020-06-08,AT0000721535,189.41,"ERSTE BOND DOLLAR COR ""T"" (USD) A       "
AT0000721535,2020-06-09,AT0000721535,190.24,"ERSTE BOND DOLLAR COR ""T"" (USD) A       "
AT0000721535,2020-06-10,AT0000721535,190.65,"ERSTE BOND DOLLAR COR ""T"" (USD) A       "
AT0000721535,2020-06-12,AT0000721535,191.15,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-15,AT0000721535,190.56,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-16,AT0000721535,190.4,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-17,AT0000721535,191.31,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-18,AT0000721535,191.87,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-19,AT0000721535,192.27,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-22,AT0000721535,192.43,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-25,AT0000721535,191.95,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-26,AT0000721535,191.86,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-29,AT0000721535,192.19,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-06-30,AT0000721535,192.03,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-01,AT0000721535,192.33,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-02,AT0000721535,192.48,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-03,AT0000721535,193.05,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-06,AT0000721535,193.07,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-07,AT0000721535,193.42,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-08,AT0000721535,194.12,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-09,AT0000721535,194.16,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-10,AT0000721535,194.86,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-13,AT0000721535,194.67,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-14,AT0000721535,194.81,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-15,AT0000721535,195.15,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-17,AT0000721535,195.69,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-20,AT0000721535,195.68,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-21,AT0000721535,196.19,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-22,AT0000721535,196.73,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-23,AT0000721535,197.23,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-24,AT0000721535,197.75,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-27,AT0000721535,197.76,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-28,AT0000721535,197.39,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-29,AT0000721535,197.36,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-30,AT0000721535,197.28,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-07-31,AT0000721535,197.72,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-03,AT0000721535,197.79,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-04,AT0000721535,197.57,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-05,AT0000721535,198.28,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-06,AT0000721535,198.29,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-07,AT0000721535,198.73,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-10,AT0000721535,198.56,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-11,AT0000721535,198.44,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-12,AT0000721535,197.3,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-13,AT0000721535,197.18,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-14,AT0000721535,196.39,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-17,AT0000721535,196.16,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-18,AT0000721535,196.26,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-19,AT0000721535,196.34,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-20,AT0000721535,196.07,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-21,AT0000721535,196.42,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-24,AT0000721535,196.62,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-25,AT0000721535,196.67,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-26,AT0000721535,196.18,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-27,AT0000721535,195.88,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-28,AT0000721535,194.88,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-08-31,AT0000721535,195.04,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-01,AT0000721535,195.81,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-02,AT0000721535,196.48,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-03,AT0000721535,197.26,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-04,AT0000721535,197.6,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-07,AT0000721535,195.92,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-08,AT0000721535,195.91,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-09,AT0000721535,196.13,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-10,AT0000721535,195.74,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-11,AT0000721535,196.04,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-14,AT0000721535,196.28,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-15,AT0000721535,196.33,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-16,AT0000721535,196.22,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-17,AT0000721535,196.21,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-18,AT0000721535,196.41,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-21,AT0000721535,196.16,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-22,AT0000721535,196.22,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-23,AT0000721535,196.24,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-24,AT0000721535,195.9,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-25,AT0000721535,195.45,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-28,AT0000721535,195.04,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-29,AT0000721535,192.08,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-09-30,AT0000721535,192.49,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-01,AT0000721535,192.25,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-02,AT0000721535,192.35,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-05,AT0000721535,192.1,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-06,AT0000721535,191.54,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-07,AT0000721535,192.3,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-08,AT0000721535,191.86,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-09,AT0000721535,192.34,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-12,AT0000721535,192.38,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-13,AT0000721535,192.4,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-14,AT0000721535,193.3,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-15,AT0000721535,193.4,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-16,AT0000721535,193.11,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-19,AT0000721535,193.12,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-20,AT0000721535,193.0,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-21,AT0000721535,192.42,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-22,AT0000721535,192.23,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-23,AT0000721535,191.9,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-27,AT0000721535,192.73,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-28,AT0000721535,193.1,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-29,AT0000721535,192.72,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
AT0000721535,2020-10-30,AT0000721535,192.05,"ERSTE BOND DOLLAR CORPT FOND ""T"" (USD)  "
