,date,isin,nav,name
BE0058187841,2020-01-03,BE0058187841,561.49,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-06,BE0058187841,557.25,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-07,BE0058187841,559.2,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-08,BE0058187841,554.37,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-09,BE0058187841,553.08,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-10,BE0058187841,551.79,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-13,BE0058187841,553.11,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-14,BE0058187841,554.23,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-15,BE0058187841,554.51,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-16,BE0058187841,558.77,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-17,BE0058187841,562.28,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-20,BE0058187841,560.91,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-21,BE0058187841,561.25,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-22,BE0058187841,563.31,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-23,BE0058187841,563.45,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-24,BE0058187841,569.76,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-27,BE0058187841,560.87,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-28,BE0058187841,561.89,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-29,BE0058187841,567.61,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-30,BE0058187841,565.61,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-01-31,BE0058187841,564.31,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-03,BE0058187841,563.38,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-04,BE0058187841,565.32,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-05,BE0058187841,566.27,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-06,BE0058187841,567.76,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-07,BE0058187841,568.53,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-10,BE0058187841,573.38,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-11,BE0058187841,577.72,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-12,BE0058187841,578.05,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-13,BE0058187841,580.79,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-14,BE0058187841,589.6,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-17,BE0058187841,587.51,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-18,BE0058187841,588.45,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-19,BE0058187841,591.94,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-20,BE0058187841,587.42,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-21,BE0058187841,587.34,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-24,BE0058187841,575.99,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-25,BE0058187841,567.54,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-26,BE0058187841,563.07,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-27,BE0058187841,543.87,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-02-28,BE0058187841,523.32,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-02,BE0058187841,522.52,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-03,BE0058187841,534.26,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-04,BE0058187841,544.01,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-05,BE0058187841,538.98,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-06,BE0058187841,523.15,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-09,BE0058187841,494.11,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-10,BE0058187841,482.63,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
BE0058187841,2020-03-11,BE0058187841,478.78,"DPAM INV B SEC RS EUR ""B"" (EUR) ACC"
