,date,isin,nav,name
AT0000774492,2020-01-03,AT0000774492,104.59,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-07,AT0000774492,104.81,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-08,AT0000774492,104.77,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-09,AT0000774492,104.64,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-10,AT0000774492,104.48,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-13,AT0000774492,104.55,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-14,AT0000774492,104.42,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-15,AT0000774492,104.47,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-16,AT0000774492,104.59,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-17,AT0000774492,104.67,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-20,AT0000774492,104.69,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-22,AT0000774492,104.85,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-23,AT0000774492,104.9,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-24,AT0000774492,105.07,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-27,AT0000774492,105.13,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-28,AT0000774492,105.3,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-29,AT0000774492,105.15,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-30,AT0000774492,105.27,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-01-31,AT0000774492,105.34,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-03,AT0000774492,105.49,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-04,AT0000774492,105.44,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-05,AT0000774492,105.41,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-06,AT0000774492,105.32,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-07,AT0000774492,105.32,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-10,AT0000774492,105.38,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-11,AT0000774492,105.45,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-12,AT0000774492,105.45,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-13,AT0000774492,105.44,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
AT0000774492,2020-02-14,AT0000774492,105.46,"SPäNGLER IQAM BOND CO ""RA"" (EUR)"
