,date,isin,nav,name
AT0000A24UX5,2020-01-03,AT0000A24UX5,1113.12,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-07,AT0000A24UX5,1121.57,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-08,AT0000A24UX5,1121.25,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-09,AT0000A24UX5,1118.7,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-10,AT0000A24UX5,1120.21,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-13,AT0000A24UX5,1122.51,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-14,AT0000A24UX5,1121.06,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-15,AT0000A24UX5,1118.16,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-16,AT0000A24UX5,1121.32,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-17,AT0000A24UX5,1124.93,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-20,AT0000A24UX5,1124.2,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-21,AT0000A24UX5,1124.05,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-22,AT0000A24UX5,1126.49,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-23,AT0000A24UX5,1125.48,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-24,AT0000A24UX5,1126.68,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-27,AT0000A24UX5,1128.11,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-28,AT0000A24UX5,1134.73,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-29,AT0000A24UX5,1132.88,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-30,AT0000A24UX5,1132.1,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-01-31,AT0000A24UX5,1140.37,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-03,AT0000A24UX5,1145.06,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-04,AT0000A24UX5,1144.08,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-05,AT0000A24UX5,1135.54,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-06,AT0000A24UX5,1128.19,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-07,AT0000A24UX5,1131.91,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-10,AT0000A24UX5,1131.29,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-11,AT0000A24UX5,1131.76,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-12,AT0000A24UX5,1126.87,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-13,AT0000A24UX5,1123.3,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-14,AT0000A24UX5,1124.59,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-17,AT0000A24UX5,1130.11,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-18,AT0000A24UX5,1127.75,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-19,AT0000A24UX5,1134.58,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-20,AT0000A24UX5,1135.03,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-21,AT0000A24UX5,1139.5,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-24,AT0000A24UX5,1134.42,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-25,AT0000A24UX5,1134.67,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-26,AT0000A24UX5,1135.69,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-27,AT0000A24UX5,1134.87,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-02-28,AT0000A24UX5,1135.26,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-02,AT0000A24UX5,1136.3,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-03,AT0000A24UX5,1134.59,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-04,AT0000A24UX5,1123.74,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-05,AT0000A24UX5,1129.72,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-06,AT0000A24UX5,1131.12,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-09,AT0000A24UX5,1128.31,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-10,AT0000A24UX5,1136.23,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-11,AT0000A24UX5,1134.85,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-12,AT0000A24UX5,1125.32,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-13,AT0000A24UX5,1134.12,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-16,AT0000A24UX5,1123.15,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-17,AT0000A24UX5,1119.65,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-18,AT0000A24UX5,1102.28,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-19,AT0000A24UX5,1099.17,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-20,AT0000A24UX5,1093.34,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-23,AT0000A24UX5,1092.61,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-24,AT0000A24UX5,1094.48,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-25,AT0000A24UX5,1078.15,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-26,AT0000A24UX5,1084.08,"ERSTE RESPONSIBLE BOND EURO CORPORATE ""VTI"" (SEK) ACC"
AT0000A24UX5,2020-03-27,AT0000A24UX5,1081.61,"3ERSTE RESPONSIBLE BON ""VTI"" (SEK)       "
AT0000A24UX5,2020-03-30,AT0000A24UX5,1090.4,"ERSTE RESPONSIBLE BON ""VTI"" (SEK)       "
AT0000A24UX5,2020-03-31,AT0000A24UX5,1098.93,"ERSTE RESPONSIBLE BON ""VTI"" (SEK)       "
