,date,isin,nav,name
CH0104136236,2020-01-03,CH0104136236,149.8932,ISHARES GOLD (CH)
CH0104136236,2020-01-06,CH0104136236,152.2464,ISHARES GOLD (CH)
CH0104136236,2020-01-07,CH0104136236,151.737,ISHARES GOLD (CH)
CH0104136236,2020-01-08,CH0104136236,152.1326,ISHARES GOLD (CH)
CH0104136236,2020-01-09,CH0104136236,150.0797,ISHARES GOLD (CH)
CH0104136236,2020-01-10,CH0104136236,150.3543,ISHARES GOLD (CH)
CH0104136236,2020-01-13,CH0104136236,149.9925,ISHARES GOLD (CH)
CH0104136236,2020-01-14,CH0104136236,149.5267,ISHARES GOLD (CH)
CH0104136236,2020-01-15,CH0104136236,149.9029,ISHARES GOLD (CH)
CH0104136236,2020-01-16,CH0104136236,150.4388,ISHARES GOLD (CH)
CH0104136236,2020-01-17,CH0104136236,150.7327,ISHARES GOLD (CH)
CH0104136236,2020-01-20,CH0104136236,150.9758,ISHARES GOLD (CH)
CH0104136236,2020-01-21,CH0104136236,150.1181,ISHARES GOLD (CH)
CH0104136236,2020-01-22,CH0104136236,150.6588,ISHARES GOLD (CH)
CH0104136236,2020-01-23,CH0104136236,151.2382,ISHARES GOLD (CH)
CH0104136236,2020-01-24,CH0104136236,151.3729,ISHARES GOLD (CH)
CH0104136236,2020-01-27,CH0104136236,152.8996,ISHARES GOLD (CH)
CH0104136236,2020-01-28,CH0104136236,152.3085,ISHARES GOLD (CH)
CH0104136236,2020-01-29,CH0104136236,152.2545,ISHARES GOLD (CH)
CH0104136236,2020-01-30,CH0104136236,152.7182,ISHARES GOLD (CH)
CH0104136236,2020-01-31,CH0104136236,153.2932,ISHARES GOLD (CH)
CH0104136236,2020-02-03,CH0104136236,152.3765,ISHARES GOLD (CH)
CH0104136236,2020-02-04,CH0104136236,150.7888,ISHARES GOLD (CH)
CH0104136236,2020-02-05,CH0104136236,150.2994,ISHARES GOLD (CH)
CH0104136236,2020-02-06,CH0104136236,151.2662,ISHARES GOLD (CH)
CH0104136236,2020-02-07,CH0104136236,152.1701,ISHARES GOLD (CH)
CH0104136236,2020-02-10,CH0104136236,152.221,ISHARES GOLD (CH)
CH0104136236,2020-02-11,CH0104136236,151.9589,ISHARES GOLD (CH)
CH0104136236,2020-02-12,CH0104136236,151.3002,ISHARES GOLD (CH)
CH0104136236,2020-02-13,CH0104136236,152.3976,ISHARES GOLD (CH)
CH0104136236,2020-02-14,CH0104136236,153.0113,ISHARES GOLD (CH)
CH0104136236,2020-02-17,CH0104136236,152.9508,ISHARES GOLD (CH)
CH0104136236,2020-02-18,CH0104136236,153.8257,ISHARES GOLD (CH)
CH0104136236,2020-02-19,CH0104136236,155.2134,ISHARES GOLD (CH)
CH0104136236,2020-02-20,CH0104136236,156.6447,ISHARES GOLD (CH)
CH0104136236,2020-02-21,CH0104136236,158.9952,ISHARES GOLD (CH)
CH0104136236,2020-02-24,CH0104136236,161.7359,ISHARES GOLD (CH)
CH0104136236,2020-02-25,CH0104136236,159.6692,ISHARES GOLD (CH)
CH0104136236,2020-02-26,CH0104136236,158.1783,ISHARES GOLD (CH)
CH0104136236,2020-02-27,CH0104136236,159.8321,ISHARES GOLD (CH)
CH0104136236,2020-02-28,CH0104136236,155.7527,ISHARES GOLD (CH)
CH0104136236,2020-03-02,CH0104136236,154.7633,ISHARES GOLD (CH)
CH0104136236,2020-03-03,CH0104136236,156.2957,ISHARES GOLD (CH)
CH0104136236,2020-03-04,CH0104136236,158.8438,ISHARES GOLD (CH)
CH0104136236,2020-03-05,CH0104136236,160.56,ISHARES GOLD (CH)
CH0104136236,2020-03-06,CH0104136236,162.8856,ISHARES GOLD (CH)
CH0104136236,2020-03-09,CH0104136236,161.8045,ISHARES GOLD (CH)
CH0104136236,2020-03-10,CH0104136236,160.1785,ISHARES GOLD (CH)
CH0104136236,2020-03-11,CH0104136236,159.9891,ISHARES GOLD (CH)
CH0104136236,2020-03-12,CH0104136236,151.9546,ISHARES GOLD (CH)
CH0104136236,2020-03-13,CH0104136236,151.1897,ISHARES GOLD (CH)
CH0104136236,2020-03-16,CH0104136236,143.9227,ISHARES GOLD (CH)
CH0104136236,2020-03-17,CH0104136236,148.6135,ISHARES GOLD (CH)
CH0104136236,2020-03-18,CH0104136236,144.9369,ISHARES GOLD (CH)
CH0104136236,2020-03-20,CH0104136236,144.5678,ISHARES GOLD (CH)
CH0104136236,2020-03-23,CH0104136236,147.5643,ISHARES GOLD (CH)
CH0104136236,2020-03-24,CH0104136236,155.3359,ISHARES GOLD (CH)
CH0104136236,2020-03-25,CH0104136236,155.3061,ISHARES GOLD (CH)
CH0104136236,2020-03-26,CH0104136236,158.1444,ISHARES GOLD (CH)
CH0104136236,2020-03-27,CH0104136236,158.1444,2ISHARES GOLD (CH)                       
CH0104136236,2020-03-30,CH0104136236,156.4508,ISHARES GOLD (CH)                       
CH0104136236,2020-03-31,CH0104136236,155.6398,ISHARES GOLD (CH)                       
CH0104136236,2020-04-01,CH0104136236,152.5049,ISHARES GOLD (CH)                       
CH0104136236,2020-04-02,CH0104136236,156.3976,ISHARES GOLD (CH)                       
CH0104136236,2020-04-03,CH0104136236,156.3976,ISHARES GOLD (CH)                       
CH0104136236,2020-04-06,CH0104136236,159.4414,ISHARES GOLD (CH)                       
CH0104136236,2020-04-07,CH0104136236,159.5325,ISHARES GOLD (CH)                       
CH0104136236,2020-04-08,CH0104136236,159.3914,ISHARES GOLD (CH)                       
CH0104136236,2020-04-09,CH0104136236,162.5682,ISHARES GOLD (CH)                       
CH0104136236,2020-04-14,CH0104136236,168.4888,ISHARES GOLD (CH)                       
CH0104136236,2020-04-15,CH0104136236,168.4888,ISHARES GOLD (CH)                       
CH0104136236,2020-04-16,CH0104136236,167.2874,ISHARES GOLD (CH)                       
CH0104136236,2020-04-17,CH0104136236,163.7123,ISHARES GOLD (CH)                       
CH0104136236,2020-04-20,CH0104136236,163.0955,ISHARES GOLD (CH)                       
CH0104136236,2020-04-21,CH0104136236,163.0955,ISHARES GOLD (CH)                       
CH0104136236,2020-04-22,CH0104136236,162.6932,ISHARES GOLD (CH)                       
CH0104136236,2020-04-23,CH0104136236,165.4492,ISHARES GOLD (CH)                       
CH0104136236,2020-04-24,CH0104136236,165.965,ISHARES GOLD (CH)                       
CH0104136236,2020-04-27,CH0104136236,165.8705,ISHARES GOLD (CH)                       
CH0104136236,2020-04-28,CH0104136236,163.6061,ISHARES GOLD (CH)                       
CH0104136236,2020-04-29,CH0104136236,164.7467,ISHARES GOLD (CH)                       
CH0104136236,2020-04-30,CH0104136236,164.7467,ISHARES GOLD (CH)                       
CH0104136236,2020-05-04,CH0104136236,164.6879,ISHARES GOLD (CH)                       
CH0104136236,2020-05-05,CH0104136236,164.6879,ISHARES GOLD (CH)                       
CH0104136236,2020-05-06,CH0104136236,163.5947,ISHARES GOLD (CH)                       
CH0104136236,2020-05-07,CH0104136236,164.8076,ISHARES GOLD (CH)                       
CH0104136236,2020-05-08,CH0104136236,164.8076,ISHARES GOLD (CH)                       
CH0104136236,2020-05-11,CH0104136236,164.8076,ISHARES GOLD (CH)                       
CH0104136236,2020-05-12,CH0104136236,164.6438,ISHARES GOLD (CH)                       
CH0104136236,2020-05-13,CH0104136236,164.6438,ISHARES GOLD (CH)                       
CH0104136236,2020-05-14,CH0104136236,167.466,ISHARES GOLD (CH)                       
CH0104136236,2020-05-15,CH0104136236,167.8278,ISHARES GOLD (CH)                       
CH0104136236,2020-05-18,CH0104136236,167.8278,ISHARES GOLD (CH)                       
CH0104136236,2020-05-19,CH0104136236,167.7623,ISHARES GOLD (CH)                       
CH0104136236,2020-05-20,CH0104136236,168.0758,ISHARES GOLD (CH)                       
CH0104136236,2020-05-22,CH0104136236,169.0759,ISHARES GOLD (CH)                       
CH0104136236,2020-05-25,CH0104136236,167.6476,ISHARES GOLD (CH)                       
CH0104136236,2020-05-26,CH0104136236,167.6476,ISHARES GOLD (CH)                       
CH0104136236,2020-05-27,CH0104136236,163.877,ISHARES GOLD (CH)                       
CH0104136236,2020-05-28,CH0104136236,166.0758,ISHARES GOLD (CH)                       
CH0104136236,2020-05-29,CH0104136236,167.1723,ISHARES GOLD (CH)                       
CH0104136236,2020-06-02,CH0104136236,168.4693,ISHARES GOLD (CH)                       
CH0104136236,2020-06-03,CH0104136236,164.9103,ISHARES GOLD (CH)                       
CH0104136236,2020-06-04,CH0104136236,164.9103,ISHARES GOLD (CH)                       
CH0104136236,2020-06-05,CH0104136236,164.397,ISHARES GOLD (CH)                       
CH0104136236,2020-06-08,CH0104136236,163.4557,ISHARES GOLD (CH)                       
CH0104136236,2020-06-09,CH0104136236,165.6932,ISHARES GOLD (CH)                       
CH0104136236,2020-06-10,CH0104136236,165.6932,ISHARES GOLD (CH)                       
CH0104136236,2020-06-11,CH0104136236,168.0845,ISHARES GOLD (CH)                       
CH0104136236,2020-06-12,CH0104136236,168.0845,ISHARES GOLD (CH)                       
CH0104136236,2020-06-15,CH0104136236,167.6243,ISHARES GOLD (CH)                       
CH0104136236,2020-06-16,CH0104136236,166.3011,ISHARES GOLD (CH)                       
CH0104136236,2020-06-17,CH0104136236,166.7353,ISHARES GOLD (CH)                       
CH0104136236,2020-06-18,CH0104136236,166.2655,ISHARES GOLD (CH)                       
CH0104136236,2020-06-19,CH0104136236,167.7391,ISHARES GOLD (CH)                       
CH0104136236,2020-06-24,CH0104136236,170.761,ISHARES GOLD (CH)                       
CH0104136236,2020-06-25,CH0104136236,169.8416,ISHARES GOLD (CH)                       
CH0104136236,2020-06-26,CH0104136236,168.9754,ISHARES GOLD (CH)                       
CH0104136236,2020-06-29,CH0104136236,171.2932,ISHARES GOLD (CH)                       
CH0104136236,2020-06-30,CH0104136236,170.9539,ISHARES GOLD (CH)                       
CH0104136236,2020-07-01,CH0104136236,171.2383,ISHARES GOLD (CH)                       
CH0104136236,2020-07-02,CH0104136236,171.8562,ISHARES GOLD (CH)                       
CH0104136236,2020-07-03,CH0104136236,171.4154,ISHARES GOLD (CH)                       
CH0104136236,2020-07-06,CH0104136236,172.863,ISHARES GOLD (CH)                       
CH0104136236,2020-07-07,CH0104136236,173.0216,ISHARES GOLD (CH)                       
CH0104136236,2020-07-08,CH0104136236,175.1043,ISHARES GOLD (CH)                       
CH0104136236,2020-07-09,CH0104136236,175.2001,ISHARES GOLD (CH)                       
CH0104136236,2020-07-10,CH0104136236,174.329,ISHARES GOLD (CH)                       
CH0104136236,2020-07-13,CH0104136236,174.7517,ISHARES GOLD (CH)                       
CH0104136236,2020-07-14,CH0104136236,174.2093,ISHARES GOLD (CH)                       
CH0104136236,2020-07-16,CH0104136236,174.7683,ISHARES GOLD (CH)                       
CH0104136236,2020-07-17,CH0104136236,174.7336,ISHARES GOLD (CH)                       
CH0104136236,2020-07-20,CH0104136236,175.5333,ISHARES GOLD (CH)                       
CH0104136236,2020-07-21,CH0104136236,178.1333,ISHARES GOLD (CH)                       
CH0104136236,2020-07-22,CH0104136236,179.0847,ISHARES GOLD (CH)                       
CH0104136236,2020-07-23,CH0104136236,181.588,ISHARES GOLD (CH)                       
CH0104136236,2020-07-24,CH0104136236,183.8882,ISHARES GOLD (CH)                       
CH0104136236,2020-07-27,CH0104136236,183.8882,ISHARES GOLD (CH)                       
CH0104136236,2020-07-28,CH0104136236,187.6358,ISHARES GOLD (CH)                       
CH0104136236,2020-07-29,CH0104136236,188.6017,ISHARES GOLD (CH)                       
CH0104136236,2020-07-30,CH0104136236,188.6017,ISHARES GOLD (CH)                       
CH0104136236,2020-07-31,CH0104136236,189.9534,ISHARES GOLD (CH)                       
CH0104136236,2020-08-03,CH0104136236,189.3364,ISHARES GOLD (CH)                       
