,date,isin,nav,name
BMG6766G1327,2020-04-09,BMG6766G1327,10.0,ORBIS SICAV GLOBAL EQ (USD) RRF CLASS   
BMG6766G1327,2020-05-14,BMG6766G1327,202.83,ORBIS SICAV GLOBAL EQ (USD) RRF CLASS   
BMG6766G1327,2020-05-21,BMG6766G1327,215.5,ORBIS SICAV GLOBAL EQ (USD) RRF CLASS   
BMG6766G1327,2020-05-28,BMG6766G1327,219.52,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-06-04,BMG6766G1327,230.06,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-06-11,BMG6766G1327,223.3,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-06-18,BMG6766G1327,227.49,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-06-25,BMG6766G1327,226.24,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-07-02,BMG6766G1327,228.19,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-07-09,BMG6766G1327,231.33,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-07-16,BMG6766G1327,234.15,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-07-23,BMG6766G1327,236.07,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-07-30,BMG6766G1327,238.26,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-08-06,BMG6766G1327,239.89,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-08-13,BMG6766G1327,243.8,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-08-20,BMG6766G1327,240.77,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-08-27,BMG6766G1327,246.01,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-09-03,BMG6766G1327,243.83,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-09-10,BMG6766G1327,238.56,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-09-17,BMG6766G1327,244.26,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-09-24,BMG6766G1327,234.26,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-10-01,BMG6766G1327,239.08,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-10-08,BMG6766G1327,246.41,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-10-15,BMG6766G1327,244.47,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-10-22,BMG6766G1327,246.0,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-10-29,BMG6766G1327,235.82,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-11-05,BMG6766G1327,252.48,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-11-12,BMG6766G1327,262.76,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-11-19,BMG6766G1327,268.39,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-11-26,BMG6766G1327,272.7,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-12-03,BMG6766G1327,277.42,ORBIS GLOBAL EQ (USD) RRF CLASS         
BMG6766G1327,2020-12-10,BMG6766G1327,279.87,ORBIS GLOBAL EQ (USD) RRF CLASS         
CH0002792189,2020-01-03,CH0002792189,173.83,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-06,CH0002792189,173.92,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-07,CH0002792189,173.61,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-08,CH0002792189,173.62,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-09,CH0002792189,174.35,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-10,CH0002792189,174.87,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-13,CH0002792189,174.87,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-14,CH0002792189,174.99,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-15,CH0002792189,175.02,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-16,CH0002792189,175.29,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-17,CH0002792189,175.72,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-20,CH0002792189,175.65,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-21,CH0002792189,175.44,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-22,CH0002792189,175.62,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-23,CH0002792189,175.04,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-24,CH0002792189,174.75,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-27,CH0002792189,173.34,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-28,CH0002792189,173.39,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-29,CH0002792189,173.76,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-30,CH0002792189,173.25,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-01-31,CH0002792189,172.37,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-03,CH0002792189,172.38,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-04,CH0002792189,173.79,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-05,CH0002792189,174.51,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-06,CH0002792189,175.37,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-07,CH0002792189,174.98,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-10,CH0002792189,175.06,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-11,CH0002792189,175.29,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-12,CH0002792189,175.91,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-13,CH0002792189,175.77,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-14,CH0002792189,175.92,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-17,CH0002792189,175.96,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-18,CH0002792189,175.46,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-19,CH0002792189,175.77,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-20,CH0002792189,175.3,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-21,CH0002792189,175.04,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-24,CH0002792189,172.28,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-25,CH0002792189,170.21,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-26,CH0002792189,169.59,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-27,CH0002792189,166.78,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-02-28,CH0002792189,164.79,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-03-02,CH0002792189,166.51,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-03-03,CH0002792189,166.57,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-03-04,CH0002792189,168.32,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-03-05,CH0002792189,166.96,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-03-06,CH0002792189,164.65,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-03-09,CH0002792189,157.92,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
CH0002792189,2020-03-10,CH0002792189,158.5,"UBS (LUX) STRATEGY FU ""P"" (USD) D B"
