,date,isin,nav,name
AT0000634365,2020-01-03,AT0000634365,15.29,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-07,AT0000634365,15.29,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-08,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-09,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-10,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-13,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-14,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-15,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-16,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-17,AT0000634365,15.3,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-20,AT0000634365,15.31,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-21,AT0000634365,15.31,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-22,AT0000634365,15.31,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-23,AT0000634365,15.31,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-24,AT0000634365,15.31,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-27,AT0000634365,15.32,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-28,AT0000634365,15.33,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-29,AT0000634365,15.32,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-30,AT0000634365,15.33,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-01-31,AT0000634365,15.35,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-03,AT0000634365,15.35,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-04,AT0000634365,15.35,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-05,AT0000634365,15.36,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-06,AT0000634365,15.36,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-07,AT0000634365,15.39,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-10,AT0000634365,15.4,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-11,AT0000634365,15.4,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-12,AT0000634365,15.4,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-13,AT0000634365,15.4,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-14,AT0000634365,15.4,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-17,AT0000634365,15.4,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-18,AT0000634365,15.41,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-19,AT0000634365,15.41,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-20,AT0000634365,15.41,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-21,AT0000634365,15.41,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-24,AT0000634365,15.41,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-25,AT0000634365,15.42,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-26,AT0000634365,15.43,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-27,AT0000634365,15.43,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-02-28,AT0000634365,15.43,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-02,AT0000634365,15.43,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-04,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-05,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-06,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-09,AT0000634365,15.46,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-10,AT0000634365,15.46,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-11,AT0000634365,15.46,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-12,AT0000634365,15.46,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-13,AT0000634365,15.46,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-16,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-17,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-18,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-19,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-20,AT0000634365,15.44,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-23,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-24,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-25,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-03-26,AT0000634365,15.45,"REAL INVEST ""T"" (EUR)"
AT0000634365,2020-10-01,AT0000634365,15.62,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-02,AT0000634365,15.62,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-05,AT0000634365,15.62,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-06,AT0000634365,15.62,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-07,AT0000634365,15.62,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-08,AT0000634365,15.62,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-09,AT0000634365,15.63,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-12,AT0000634365,15.64,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-13,AT0000634365,15.64,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-14,AT0000634365,15.64,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-15,AT0000634365,15.64,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-16,AT0000634365,15.65,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-19,AT0000634365,15.65,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-21,AT0000634365,15.65,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-22,AT0000634365,15.67,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-23,AT0000634365,15.67,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-27,AT0000634365,15.67,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-28,AT0000634365,15.67,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-29,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-10-30,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-02,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-03,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-04,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-05,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-06,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-09,AT0000634365,15.68,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-10,AT0000634365,15.69,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-11,AT0000634365,15.69,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-12,AT0000634365,15.69,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-13,AT0000634365,15.69,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-16,AT0000634365,15.7,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-17,AT0000634365,15.7,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-18,AT0000634365,15.7,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-19,AT0000634365,15.7,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-20,AT0000634365,15.7,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-23,AT0000634365,15.7,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-24,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-25,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-26,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-27,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-11-30,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-12-01,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-12-02,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-12-03,AT0000634365,15.71,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-12-04,AT0000634365,15.72,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-12-07,AT0000634365,15.72,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-12-09,AT0000634365,15.73,"REAL INVEST ""T"" (EUR)                   "
AT0000634365,2020-12-10,AT0000634365,15.73,"REAL INVEST ""T"" (EUR)                   "
BE0058181786,2020-01-03,BE0058181786,167.9,"DPAM INV B EQ EURLND ""A"" (EUR) INC"
BE0058181786,2020-01-06,BE0058181786,167.2,"DPAM INV B EQ EURLND ""A"" (EUR) INC"
BE0058181786,2020-01-07,BE0058181786,167.74,"DPAM INV B EQ EURLND ""A"" (EUR) INC"
BE0058181786,2020-01-08,BE0058181786,168.47,"DPAM INV B EQ EURLND ""A"" (EUR) INC"
BE0058181786,2020-01-09,BE0058181786,169.38,"DPAM INV B EQ EURLND ""A"" (EUR) INC"
BE0058181786,2020-01-10,BE0058181786,169.53,"DPAM INV B EQ EURLND ""A"" (EUR) INC"
