,date,isin,nav,name
CH0002792122,2020-01-03,CH0002792122,182.64,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-06,CH0002792122,182.2,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-07,CH0002792122,182.48,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-08,CH0002792122,182.19,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-09,CH0002792122,182.76,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-10,CH0002792122,182.89,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-13,CH0002792122,183.5,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-14,CH0002792122,183.17,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-15,CH0002792122,183.06,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-16,CH0002792122,183.91,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-17,CH0002792122,184.7,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-20,CH0002792122,184.33,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-21,CH0002792122,184.64,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-22,CH0002792122,184.4,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-23,CH0002792122,183.76,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-24,CH0002792122,183.73,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-27,CH0002792122,182.56,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-28,CH0002792122,183.04,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-29,CH0002792122,183.01,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-30,CH0002792122,182.01,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-01-31,CH0002792122,180.88,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-03,CH0002792122,181.1,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-04,CH0002792122,183.07,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-05,CH0002792122,184.29,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-06,CH0002792122,184.85,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-07,CH0002792122,184.08,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-10,CH0002792122,184.26,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-11,CH0002792122,184.72,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-12,CH0002792122,185.57,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-13,CH0002792122,184.98,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-14,CH0002792122,185.28,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-17,CH0002792122,185.91,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-18,CH0002792122,184.96,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-19,CH0002792122,185.63,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-20,CH0002792122,185.04,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-21,CH0002792122,184.48,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-24,CH0002792122,181.23,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-25,CH0002792122,179.17,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-26,CH0002792122,178.95,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-27,CH0002792122,175.75,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-02-28,CH0002792122,173.06,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-02,CH0002792122,174.37,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-03,CH0002792122,174.94,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-04,CH0002792122,176.59,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-05,CH0002792122,175.26,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-06,CH0002792122,171.86,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-09,CH0002792122,164.83,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-10,CH0002792122,165.15,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-11,CH0002792122,163.3,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-12,CH0002792122,153.8,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-13,CH0002792122,155.27,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D"
CH0002792122,2020-03-25,CH0002792122,150.72,"4UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-03-26,CH0002792122,155.27,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-03-27,CH0002792122,152.42,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-03-30,CH0002792122,155.33,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-03-31,CH0002792122,154.42,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-01,CH0002792122,152.2,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-02,CH0002792122,152.72,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-03,CH0002792122,152.36,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-06,CH0002792122,155.4,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-07,CH0002792122,156.52,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-08,CH0002792122,158.58,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-09,CH0002792122,158.98,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-14,CH0002792122,160.38,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-15,CH0002792122,158.34,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-16,CH0002792122,157.53,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-17,CH0002792122,160.62,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-20,CH0002792122,160.99,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-21,CH0002792122,157.31,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-22,CH0002792122,158.27,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-23,CH0002792122,160.24,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-24,CH0002792122,159.01,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
CH0002792122,2020-04-27,CH0002792122,160.43,"UBS (CH) STRAT FD - BALAND (CHF) ""P""D   "
