,date,isin,nav,name
CH0104848269,2020-01-03,CH0104848269,151.33,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-06,CH0104848269,153.91,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-07,CH0104848269,153.39,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-08,CH0104848269,153.79,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-09,CH0104848269,151.72,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-10,CH0104848269,152.0,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-13,CH0104848269,151.63,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-14,CH0104848269,150.97,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-15,CH0104848269,151.54,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-16,CH0104848269,152.08,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-17,CH0104848269,152.38,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-20,CH0104848269,152.63,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-21,CH0104848269,151.76,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-22,CH0104848269,152.31,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-23,CH0104848269,152.9,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-24,CH0104848269,153.03,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-27,CH0104848269,154.58,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-28,CH0104848269,153.98,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-29,CH0104848269,153.92,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-30,CH0104848269,154.39,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-01-31,CH0104848269,154.97,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-03,CH0104848269,154.05,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-04,CH0104848269,152.44,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-05,CH0104848269,151.94,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-06,CH0104848269,152.92,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-07,CH0104848269,153.83,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-10,CH0104848269,153.88,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-11,CH0104848269,153.62,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-12,CH0104848269,152.95,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-13,CH0104848269,154.06,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-14,CH0104848269,154.68,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-17,CH0104848269,154.62,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-18,CH0104848269,155.3,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-19,CH0104848269,156.91,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-20,CH0104848269,158.35,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-21,CH0104848269,160.72,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-24,CH0104848269,163.49,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-25,CH0104848269,161.41,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-26,CH0104848269,159.9,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-27,CH0104848269,161.57,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-02-28,CH0104848269,157.24,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-03-02,CH0104848269,156.45,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-03-03,CH0104848269,157.79,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-03-04,CH0104848269,160.57,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
CH0104848269,2020-03-05,CH0104848269,162.31,"PICTET (CH) PHYSICAL GOLD ""I"" (USD) D"
